Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71313631,0,"Thursday, November 12, 2009 14:45:15 UTC",38.8050,-122.8012,1.1,1.50,14,"Northern California"
nc,71313621,0,"Thursday, November 12, 2009 13:53:02 UTC",38.8320,-122.7768,1.4,2.40,23,"Northern California"
ak,10019977,1,"Thursday, November 12, 2009 13:16:48 UTC",59.9649,-152.0811,2.2,56.60,18,"Southern Alaska"
hv,00035855,0,"Thursday, November 12, 2009 13:12:17 UTC",19.4028,-155.2812,1.8,1.60,00,"Island of Hawaii, Hawaii"
nn,00297668,1,"Thursday, November 12, 2009 13:11:05 UTC",36.8770,-115.9820,1.2,0.00,28,"Nevada"
nn,00297667,1,"Thursday, November 12, 2009 12:56:20 UTC",37.2910,-114.8080,1.2,0.00,12,"Nevada"
nc,71313596,0,"Thursday, November 12, 2009 12:56:10 UTC",38.7682,-122.7337,1.7,0.50,18,"Northern California"
us,2009nxax,6,"Thursday, November 12, 2009 12:53:06 UTC",-6.1214,104.1336,5.0,56.80,34,"Sunda Strait, Indonesia"
us,2009nxaw,6,"Thursday, November 12, 2009 12:46:42 UTC",-15.1410,-173.2897,4.7,35.10,37,"Tonga"
ci,10496005,1,"Thursday, November 12, 2009 12:42:45 UTC",33.9916,-116.8248,1.1,0.20,17,"Southern California"
ci,10495989,1,"Thursday, November 12, 2009 12:33:17 UTC",33.7366,-116.7236,1.6,14.10,63,"Southern California"
us,2009nxau,6,"Thursday, November 12, 2009 12:18:53 UTC",1.6794,125.0813,4.7,135.30,13,"Molucca Sea"
nc,71313576,0,"Thursday, November 12, 2009 12:13:21 UTC",37.4475,-118.8245,1.7,8.40,20,"Central California"
nc,71313566,0,"Thursday, November 12, 2009 11:43:47 UTC",35.5940,-120.8832,1.0,5.70,16,"Central California"
ci,10495957,1,"Thursday, November 12, 2009 11:01:25 UTC",34.3935,-116.4518,1.9,7.20,73,"Southern California"
us,2009nxas,6,"Thursday, November 12, 2009 10:53:05 UTC",9.3785,125.6861,4.6,42.70,20,"Mindanao, Philippines"
ak,10019973,1,"Thursday, November 12, 2009 09:52:58 UTC",60.6085,-150.2980,1.9,41.90,09,"Kenai Peninsula, Alaska"
ci,10495941,1,"Thursday, November 12, 2009 08:40:12 UTC",33.9926,-117.1618,1.4,13.20,55,"Greater Los Angeles area, California"
ci,10495925,1,"Thursday, November 12, 2009 08:24:27 UTC",33.6731,-118.2678,2.0,17.00,22,"San Pedro Channel, California"
ci,10495909,1,"Thursday, November 12, 2009 07:55:14 UTC",33.6048,-116.2368,1.4,21.20,31,"Southern California"
ci,10495901,1,"Thursday, November 12, 2009 07:41:04 UTC",33.8381,-116.8466,3.0,14.50,127,"Southern California"
ci,10495893,1,"Thursday, November 12, 2009 07:00:13 UTC",33.7160,-116.8365,1.3,16.40,61,"Southern California"
pr,p0931603,1,"Thursday, November 12, 2009 06:48:58 UTC",17.9538,-65.4368,2.6,18.30,11,"Puerto Rico region"
ak,10019969,1,"Thursday, November 12, 2009 06:43:00 UTC",61.2215,-152.1584,3.1,119.80,42,"Southern Alaska"
nc,71313511,0,"Thursday, November 12, 2009 06:05:51 UTC",38.7397,-122.7038,1.7,0.70,11,"Northern California"
pr,p0931602,1,"Thursday, November 12, 2009 05:33:12 UTC",19.1977,-65.8092,3.2,45.50,14,"Puerto Rico region"
nc,71313506,0,"Thursday, November 12, 2009 05:16:00 UTC",35.9273,-120.4800,1.9,4.80,29,"Central California"
nc,71313501,0,"Thursday, November 12, 2009 05:11:24 UTC",36.5115,-121.0948,1.8,5.40,19,"Central California"
ci,10495853,1,"Thursday, November 12, 2009 04:29:10 UTC",33.2476,-116.2810,1.4,10.50,65,"Southern California"
ci,10495845,1,"Thursday, November 12, 2009 04:10:56 UTC",33.4920,-116.7791,1.0,8.80,46,"Southern California"
us,2009nxaj,6,"Thursday, November 12, 2009 04:06:56 UTC",0.3054,98.4783,4.8,52.90,22,"Nias region, Indonesia"
ci,10495821,1,"Thursday, November 12, 2009 03:01:14 UTC",36.0379,-117.8255,1.8,3.80,16,"Central California"
nc,71313481,0,"Thursday, November 12, 2009 02:57:10 UTC",38.8363,-122.8363,1.4,5.70, 9,"Northern California"
ak,10019964,1,"Thursday, November 12, 2009 02:55:45 UTC",63.3156,-145.4779,3.2,14.90,41,"Central Alaska"
nc,71313466,0,"Thursday, November 12, 2009 02:25:23 UTC",35.5602,-120.7992,1.5,6.70,24,"Central California"
ci,10495781,1,"Thursday, November 12, 2009 02:17:44 UTC",36.3835,-117.8705,1.6,5.80,26,"Central California"
us,2009nxad,9,"Thursday, November 12, 2009 02:13:38 UTC",-20.9455,-178.7162,5.8,580.00,243,"Fiji region"
ci,10495765,1,"Thursday, November 12, 2009 02:03:11 UTC",33.4126,-115.9245,1.5,8.90,13,"Southern California"
ci,10495741,1,"Thursday, November 12, 2009 02:01:30 UTC",33.1295,-116.7060,1.7,7.90,19,"Southern California"
ci,10495725,1,"Thursday, November 12, 2009 01:39:40 UTC",32.7605,-115.4291,2.0,13.90,17,"Southern California"
nc,71313461,0,"Thursday, November 12, 2009 01:36:51 UTC",38.8137,-122.7852,1.0,2.10,15,"Northern California"
ci,10495717,1,"Thursday, November 12, 2009 01:36:16 UTC",36.3815,-117.8711,2.1,5.90,20,"Central California"
ci,10495709,1,"Thursday, November 12, 2009 01:32:06 UTC",33.2420,-116.0638,1.4,2.20,53,"Southern California"
pr,p0931601,1,"Thursday, November 12, 2009 01:30:23 UTC",18.0725,-68.6003,2.9,73.80,08,"Dominican Republic region"
us,2009nxac,Q,"Thursday, November 12, 2009 01:22:02 UTC",-18.2293,-174.5796,4.8,19.00,29,"Tonga"
ci,10495693,1,"Thursday, November 12, 2009 01:02:14 UTC",33.7376,-116.7086,1.0,13.90,37,"Southern California"
nc,71313451,0,"Wednesday, November 11, 2009 23:58:17 UTC",38.8162,-122.7863,1.1,2.10,18,"Northern California"
ak,10019884,1,"Wednesday, November 11, 2009 23:50:34 UTC",60.0925,-141.1680,1.3,13.00, 7,"Southern Alaska"
nc,71313441,0,"Wednesday, November 11, 2009 23:48:51 UTC",36.4940,-121.5027,1.6,7.40,10,"Central California"
nc,71313436,0,"Wednesday, November 11, 2009 23:36:50 UTC",38.7520,-122.7202,1.5,2.40,14,"Northern California"
ci,10495653,1,"Wednesday, November 11, 2009 23:23:06 UTC",33.9420,-116.6856,1.0,10.20,40,"Southern California"
ci,10495645,1,"Wednesday, November 11, 2009 23:14:02 UTC",33.8953,-117.7855,1.4,0.00,22,"Greater Los Angeles area, California"
us,2009nwbg,6,"Wednesday, November 11, 2009 22:01:17 UTC",-7.7735,119.2309,4.9,44.30,16,"Flores Sea"
ci,10495597,1,"Wednesday, November 11, 2009 21:51:02 UTC",32.7476,-115.4203,2.0,16.70,19,"Southern California"
ak,10019818,1,"Wednesday, November 11, 2009 21:44:39 UTC",60.4131,-146.8713,2.1,21.90,15,"Southern Alaska"
ci,10495573,1,"Wednesday, November 11, 2009 21:27:35 UTC",33.2485,-116.0791,1.4,1.90,45,"Southern California"
ci,10495557,1,"Wednesday, November 11, 2009 21:16:34 UTC",34.2041,-116.8413,1.7,5.90,78,"Southern California"
nc,71313411,0,"Wednesday, November 11, 2009 21:12:32 UTC",38.7865,-122.7688,1.2,1.70,19,"Northern California"
ci,10495541,M,"Wednesday, November 11, 2009 21:04:37 UTC",34.6193,-116.6266,1.4,6.70,18,"Southern California"
uw,11112027,1,"Wednesday, November 11, 2009 20:27:46 UTC",46.9673,-120.1481,1.5,2.40,12,"Washington"
ak,10019815,1,"Wednesday, November 11, 2009 20:25:53 UTC",59.7836,-152.0249,2.9,75.80,34,"Southern Alaska"
nc,71313386,0,"Wednesday, November 11, 2009 20:13:10 UTC",35.9870,-120.6967,1.0,10.60, 8,"Central California"
mb,21398,1,"Wednesday, November 11, 2009 18:37:16 UTC",44.6793,-112.0606,1.5,1.50,14,"western Montana"
ak,10019813,1,"Wednesday, November 11, 2009 18:28:41 UTC",61.2479,-146.8932,2.0,1.90,13,"Southern Alaska"
ci,10495525,M,"Wednesday, November 11, 2009 18:24:41 UTC",33.2448,-116.0536,1.5,2.90,42,"Southern California"
ci,10495517,M,"Wednesday, November 11, 2009 18:14:00 UTC",34.8520,-116.3431,1.6,7.40,19,"Southern California"
nc,71313366,0,"Wednesday, November 11, 2009 17:37:09 UTC",38.8125,-122.7922,1.1,3.30,22,"Northern California"
ci,10495501,M,"Wednesday, November 11, 2009 16:59:13 UTC",32.9395,-116.2128,1.2,11.20,26,"Southern California"
ak,10019811,1,"Wednesday, November 11, 2009 16:42:45 UTC",65.0441,-150.0501,1.7,8.80,11,"northern Alaska"
nc,71313346,0,"Wednesday, November 11, 2009 16:17:33 UTC",38.8302,-122.7808,1.2,1.00,18,"Northern California"
ci,10495493,M,"Wednesday, November 11, 2009 15:52:44 UTC",32.7556,-115.4243,1.9,16.00,22,"Southern California"
ci,10495485,M,"Wednesday, November 11, 2009 15:44:55 UTC",32.7461,-115.4253,1.9,16.30,17,"Southern California"
ci,10495469,M,"Wednesday, November 11, 2009 15:19:26 UTC",33.4205,-116.6141,1.5,10.00,47,"Southern California"
uw,11111454,1,"Wednesday, November 11, 2009 14:54:21 UTC",42.2640,-124.6626,1.9,0.00, 5,"offshore Oregon"
us,2009nwas,V,"Wednesday, November 11, 2009 13:48:19 UTC",9.3520,125.5355,5.6,23.60,114,"Mindanao, Philippines"
nc,71313311,0,"Wednesday, November 11, 2009 13:41:40 UTC",38.7522,-122.7205,1.0,3.10, 8,"Northern California"
nc,71313306,0,"Wednesday, November 11, 2009 13:33:55 UTC",38.8117,-122.8107,1.9,3.00,32,"Northern California"
ak,10019801,1,"Wednesday, November 11, 2009 11:59:52 UTC",61.8763,-151.2508,1.6,57.90, 9,"Southern Alaska"
nc,71313286,0,"Wednesday, November 11, 2009 11:51:07 UTC",39.3538,-123.0600,2.0,5.20, 9,"Northern California"
hv,00035847,0,"Wednesday, November 11, 2009 11:46:33 UTC",19.3257,-155.1460,2.0,6.20, 0,"Island of Hawaii, Hawaii"
ak,10019798,1,"Wednesday, November 11, 2009 11:41:14 UTC",62.9303,-150.8257,2.0,95.10,15,"Central Alaska"
ci,10495429,M,"Wednesday, November 11, 2009 11:25:01 UTC",32.8360,-115.6451,1.2,11.80,14,"Southern California"
ak,10019790,2,"Wednesday, November 11, 2009 11:21:53 UTC",60.1385,-153.3710,3.9,156.00,73,"Southern Alaska"
nc,71313271,0,"Wednesday, November 11, 2009 11:13:49 UTC",38.8162,-122.8063,1.0,3.30,17,"Northern California"
ci,10495421,M,"Wednesday, November 11, 2009 10:00:50 UTC",32.6698,-115.6383,1.4,4.80,15,"Southern California"
us,2009nwan,6,"Wednesday, November 11, 2009 09:58:33 UTC",-20.1075,-68.3000,4.8,105.70,79,"Potosi, Bolivia"
ci,10495413,M,"Wednesday, November 11, 2009 09:55:44 UTC",33.4851,-116.7811,1.0,5.20,49,"Southern California"
us,2009nwam,7,"Wednesday, November 11, 2009 09:51:07 UTC",37.5519,20.2681,5.1,10.00,42,"Ionian Sea"
ak,10019788,1,"Wednesday, November 11, 2009 09:37:16 UTC",63.1204,-150.7915,1.8,131.20,09,"Central Alaska"
ci,10495397,M,"Wednesday, November 11, 2009 09:34:57 UTC",32.6691,-115.6578,1.1,4.50,12,"Southern California"
pr,p0931503,1,"Wednesday, November 11, 2009 09:11:42 UTC",18.1008,-67.6698,3.2,129.40,06,"Mona Passage, Puerto Rico"
nc,71313231,0,"Wednesday, November 11, 2009 08:40:28 UTC",38.7965,-122.7357,1.1,2.00,10,"Northern California"
uu,11110838,2,"Wednesday, November 11, 2009 08:38:44 UTC",44.6990,-110.2782,1.5,2.50, 8,"Yellowstone National Park, Wyoming"
ci,10495389,M,"Wednesday, November 11, 2009 08:33:19 UTC",34.5825,-116.2673,1.3,7.90,25,"Southern California"
pr,p0931504,1,"Wednesday, November 11, 2009 08:20:25 UTC",19.8427,-68.2505,3.4,40.60,08,"Dominican Republic region"
ak,10019786,1,"Wednesday, November 11, 2009 08:18:24 UTC",63.5673,-147.6945,2.0,0.10,22,"Central Alaska"
nc,71313221,0,"Wednesday, November 11, 2009 07:33:40 UTC",36.0147,-120.6028,1.1,2.10,13,"Central California"
ci,10495381,M,"Wednesday, November 11, 2009 07:15:02 UTC",32.6761,-115.6520,1.6,4.80,16,"Southern California"
nn,00297602,1,"Wednesday, November 11, 2009 07:07:07 UTC",37.6970,-114.9930,1.5,0.00,19,"Nevada"
ci,10495373,M,"Wednesday, November 11, 2009 06:50:09 UTC",36.3980,-117.8640,1.0,8.10,13,"Central California"
nc,71313211,0,"Wednesday, November 11, 2009 06:28:40 UTC",38.8290,-122.8033,1.2,2.20,23,"Northern California"
ak,10019783,1,"Wednesday, November 11, 2009 06:22:45 UTC",61.8445,-150.5970,2.3,48.80,23,"Southern Alaska"
ci,10495365,M,"Wednesday, November 11, 2009 05:56:41 UTC",35.4266,-116.7623,2.5,5.00,28,"Southern California"
nm,hnw1111a,A,"Wednesday, November 11, 2009 05:51:44 UTC",36.5298,-89.6160,1.8,11.00,25,"southeastern Missouri"
nc,71313166,0,"Wednesday, November 11, 2009 04:57:28 UTC",38.8202,-122.8275,1.1,0.80,14,"Northern California"
pr,p0931502,1,"Wednesday, November 11, 2009 04:47:21 UTC",19.2632,-66.4912,2.8,30.80,14,"Puerto Rico region"
uu,11110419,2,"Wednesday, November 11, 2009 04:19:30 UTC",38.6967,-112.3668,1.5,0.70,11,"Utah"
ak,10019779,1,"Wednesday, November 11, 2009 04:09:20 UTC",61.3686,-150.5679,2.8,43.90,40,"Southern Alaska"
uu,11110401,2,"Wednesday, November 11, 2009 04:01:44 UTC",39.0013,-111.3927,1.5,4.30, 9,"Utah"
nc,71313146,0,"Wednesday, November 11, 2009 03:54:46 UTC",38.7762,-122.7240,1.0,2.40,14,"Northern California"
ak,10019777,1,"Wednesday, November 11, 2009 03:50:02 UTC",61.8220,-150.4167,1.8,4.60,10,"Southern Alaska"
ci,10495357,1,"Wednesday, November 11, 2009 03:27:42 UTC",36.4090,-117.8533,1.8,4.00,30,"Central California"
ci,10495349,O,"Wednesday, November 11, 2009 03:24:23 UTC",33.2476,-116.0521,3.6,3.90,100,"Southern California"
ak,10019776,1,"Wednesday, November 11, 2009 02:52:56 UTC",61.3992,-147.1307,2.0,21.10,14,"Southern Alaska"
ak,10019775,1,"Wednesday, November 11, 2009 02:44:50 UTC",62.3570,-151.3057,1.6,87.80, 8,"Central Alaska"
ci,10495341,1,"Wednesday, November 11, 2009 02:26:28 UTC",33.3703,-116.2843,1.5,11.90,83,"Southern California"
nc,71313101,0,"Wednesday, November 11, 2009 01:51:45 UTC",37.2095,-122.0578,1.6,13.40,20,"Northern California"
ak,10019771,1,"Wednesday, November 11, 2009 01:09:44 UTC",64.0310,-150.3273,2.4,0.20,19,"Central Alaska"
ci,10495317,M,"Wednesday, November 11, 2009 00:41:49 UTC",32.6605,-115.6356,1.5,5.10,16,"Southern California"
ci,10495309,1,"Wednesday, November 11, 2009 00:18:17 UTC",35.3995,-118.6385,1.2,6.70,23,"Central California"
ci,10495301,1,"Wednesday, November 11, 2009 00:10:16 UTC",33.4195,-116.8775,1.0,10.60,42,"Southern California"
ci,10495293,1,"Wednesday, November 11, 2009 00:00:05 UTC",35.0433,-117.6963,1.9,0.00,24,"Southern California"
ci,10495285,1,"Tuesday, November 10, 2009 23:59:34 UTC",34.5785,-116.2725,1.8,5.00,36,"Southern California"
ak,10019883,2,"Tuesday, November 10, 2009 23:55:15 UTC",62.9778,-151.1525,1.3,123.90,14,"Central Alaska"
nc,71313036,0,"Tuesday, November 10, 2009 23:34:10 UTC",38.8063,-122.8100,1.4,2.40,25,"Northern California"
pr,p0931405,1,"Tuesday, November 10, 2009 23:18:09 UTC",19.6885,-64.2227,3.5,65.10, 9,"Virgin Islands region"
ak,10019709,2,"Tuesday, November 10, 2009 23:14:12 UTC",64.7838,-149.2697,1.1,15.30,15,"Central Alaska"
nc,71313021,4,"Tuesday, November 10, 2009 23:05:59 UTC",39.7517,-121.7207,1.7,0.80,21,"Northern California"
nc,71313016,2,"Tuesday, November 10, 2009 22:52:24 UTC",37.4203,-119.0565,1.1,18.10,13,"Central California"
ak,10019880,2,"Tuesday, November 10, 2009 22:51:49 UTC",51.1004,-179.9046,2.3,4.80,07,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10019706,2,"Tuesday, November 10, 2009 22:46:08 UTC",62.8326,-150.5834,1.7,87.30,20,"Central Alaska"
ci,10495261,1,"Tuesday, November 10, 2009 22:36:31 UTC",32.6185,-116.9643,1.6,3.30,19,"San Diego County urban area, California"
us,2009nvbt,6,"Tuesday, November 10, 2009 22:27:42 UTC",9.1689,125.3547,4.8,89.70,26,"Mindanao, Philippines"
ci,10495237,1,"Tuesday, November 10, 2009 22:02:17 UTC",32.6540,-115.6378,1.7,9.40,15,"Southern California"
pr,p0931404,1,"Tuesday, November 10, 2009 21:46:43 UTC",19.3245,-66.3248,3.2,62.60,17,"Puerto Rico region"
ci,10495213,1,"Tuesday, November 10, 2009 21:39:29 UTC",36.4093,-117.8440,2.0,4.30,34,"Central California"
nc,71312996,1,"Tuesday, November 10, 2009 21:39:02 UTC",38.8335,-122.8340,1.0,1.90,12,"Northern California"
ak,10019703,2,"Tuesday, November 10, 2009 21:34:44 UTC",60.5493,-151.9809,1.8,69.80,20,"Kenai Peninsula, Alaska"
ak,10019702,2,"Tuesday, November 10, 2009 21:24:12 UTC",59.4019,-136.6677,1.6,4.70,05,"Southeastern Alaska"
uw,11102116,1,"Tuesday, November 10, 2009 21:16:00 UTC",46.2856,-122.3946,1.1,19.20,18,"Washington"
nn,00297561,1,"Tuesday, November 10, 2009 21:09:12 UTC",39.4990,-119.1300,1.4,8.00,11,"Nevada"
ci,10495197,M,"Tuesday, November 10, 2009 20:52:15 UTC",33.1643,-116.4240,1.0,12.40,29,"Southern California"
nc,71312991,4,"Tuesday, November 10, 2009 20:41:02 UTC",37.5163,-122.4115,1.2,0.00,17,"San Francisco Bay area, California"
uw,11102037,1,"Tuesday, November 10, 2009 20:37:10 UTC",47.6723,-120.0933,1.3,7.40, 6,"Washington"
ci,10495165,1,"Tuesday, November 10, 2009 19:55:10 UTC",33.1596,-116.4440,1.7,11.90,76,"Southern California"
uw,11101945,1,"Tuesday, November 10, 2009 19:45:57 UTC",43.9483,-121.5533,1.1,6.80, 8,"Oregon"
ak,10019873,2,"Tuesday, November 10, 2009 19:32:41 UTC",57.3668,-155.5727,2.0,80.60,09,"Alaska Peninsula"
uu,11101931,2,"Tuesday, November 10, 2009 19:31:02 UTC",41.6747,-112.0252,2.0,1.60,16,"Utah"
nc,71312961,0,"Tuesday, November 10, 2009 19:21:21 UTC",38.7745,-122.7133,1.0,2.50,10,"Northern California"
nc,71312951,2,"Tuesday, November 10, 2009 19:18:50 UTC",35.9240,-120.4787,2.3,5.80,65,"Central California"
ak,10019630,2,"Tuesday, November 10, 2009 19:14:24 UTC",59.9102,-151.9334,2.2,69.60,38,"Kenai Peninsula, Alaska"
ci,10495141,M,"Tuesday, November 10, 2009 19:12:01 UTC",33.9331,-117.7750,1.1,11.80,15,"Greater Los Angeles area, California"
ci,10495133,M,"Tuesday, November 10, 2009 19:06:38 UTC",33.9348,-117.7838,2.4,12.10,91,"Greater Los Angeles area, California"
nc,71312941,2,"Tuesday, November 10, 2009 19:03:40 UTC",37.4438,-118.5715,1.1,13.50,16,"Central California"
nc,71312931,0,"Tuesday, November 10, 2009 19:00:21 UTC",38.7792,-122.7132,1.0,3.10,16,"Northern California"
nc,71312926,2,"Tuesday, November 10, 2009 18:58:09 UTC",39.4297,-123.1082,2.0,3.40,31,"Northern California"
nc,71312921,2,"Tuesday, November 10, 2009 18:49:54 UTC",35.6588,-121.0775,1.6,8.60,43,"Central California"
nc,71312916,2,"Tuesday, November 10, 2009 18:48:46 UTC",38.8240,-122.7967,1.9,3.40,60,"Northern California"
pr,p0931403,1,"Tuesday, November 10, 2009 18:48:37 UTC",19.4462,-66.2432,3.3,6.10,17,"Puerto Rico region"
ci,10495093,M,"Tuesday, November 10, 2009 18:10:54 UTC",34.3418,-116.8808,1.3,0.00,07,"Southern California"
ak,10019627,2,"Tuesday, November 10, 2009 18:10:14 UTC",63.9326,-148.9048,1.5,0.00,13,"Central Alaska"
nc,71312896,2,"Tuesday, November 10, 2009 18:06:08 UTC",38.8225,-122.7710,1.4,1.90,36,"Northern California"
ci,10495077,M,"Tuesday, November 10, 2009 17:57:57 UTC",33.7686,-116.0855,1.1,5.50,28,"Southern California"
nc,71312891,2,"Tuesday, November 10, 2009 17:56:07 UTC",38.7858,-122.7715,1.8,1.80,48,"Northern California"
ak,10019622,2,"Tuesday, November 10, 2009 17:42:46 UTC",63.5243,-147.4314,1.3,1.30,22,"Central Alaska"
ci,10495069,1,"Tuesday, November 10, 2009 17:07:09 UTC",33.8400,-117.0060,1.0,7.20,33,"Southern California"
ak,10019621,2,"Tuesday, November 10, 2009 17:02:58 UTC",55.9963,-159.1224,2.9,92.70,16,"Alaska Peninsula"
ak,10019620,2,"Tuesday, November 10, 2009 16:58:47 UTC",63.3038,-151.9677,1.0,9.60, 9,"Central Alaska"
ci,10495053,M,"Tuesday, November 10, 2009 16:44:04 UTC",34.6938,-116.2991,2.0,4.40,22,"Southern California"
ak,10019619,2,"Tuesday, November 10, 2009 16:43:20 UTC",54.5238,-161.6844,2.5,21.10, 9,"Alaska Peninsula"
us,2009nva2,6,"Tuesday, November 10, 2009 16:22:19 UTC",-6.6735,153.4683,4.6,57.90,17,"New Britain region, Papua New Guinea"
ak,10019618,2,"Tuesday, November 10, 2009 16:14:44 UTC",62.1852,-145.4562,1.4,22.00,16,"Central Alaska"
ak,10019865,2,"Tuesday, November 10, 2009 15:40:21 UTC",62.5749,-152.1867,1.4,114.00,12,"Central Alaska"
ak,10019863,2,"Tuesday, November 10, 2009 15:32:09 UTC",59.0233,-150.5878,2.2,8.00,14,"Kenai Peninsula, Alaska"
ci,10495037,M,"Tuesday, November 10, 2009 15:23:39 UTC",33.7873,-116.1091,1.1,5.60,45,"Southern California"
nc,71312846,2,"Tuesday, November 10, 2009 14:02:10 UTC",37.9597,-118.6480,1.4,2.20,19,"Central California"
nc,71312841,4,"Tuesday, November 10, 2009 13:57:14 UTC",35.5620,-120.7927,2.3,5.30,75,"Central California"
nc,71312826,2,"Tuesday, November 10, 2009 13:16:00 UTC",37.5675,-118.8307,1.0,8.10,24,"Central California"
ci,10495021,M,"Tuesday, November 10, 2009 12:34:34 UTC",33.1811,-115.6080,1.3,1.00,22,"Southern California"
ak,10019860,2,"Tuesday, November 10, 2009 12:27:41 UTC",60.3496,-151.1427,1.3,11.00,10,"Kenai Peninsula, Alaska"
ak,10019859,2,"Tuesday, November 10, 2009 12:24:12 UTC",60.1949,-141.3715,1.3,0.00,08,"Southern Alaska"
ci,10495013,M,"Tuesday, November 10, 2009 12:22:04 UTC",33.1805,-115.6106,1.1,0.30,19,"Southern California"
nc,71312811,2,"Tuesday, November 10, 2009 12:18:11 UTC",38.7487,-122.7040,1.0,1.60,27,"Northern California"
